case_id,report_text,meeting_count,attendee_count
LA00982,"Social Impact Assessment Status — Railway Project, Rajasthan_District_1, Rajasthan

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA00983,"Social Impact Assessment Report — Power Plant Project, Uttar Pradesh_District_4, Uttar Pradesh


Consultation process: 3 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 112 persons attended across all sessions, against 179 families recorded as affected.

Objections at these sessions were raised principally by local shopkeepers and traders, landowning farmers and agricultural labourers.

Nature of objections — procedural: meeting notices were not circulated widely enough, and several hamlets say they learned of the session only afterwards.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,112
LA00984,"Social Impact Assessment Report — Power Plant Project, Punjab_District_3, Punjab


Consultation process: 2 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 40 persons attended across all sessions, against 41 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community.

Nature of objections — procedural: meeting notices were not circulated widely enough, and several hamlets say they learned of the session only afterwards.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",2,40
LA00985,"Social Impact Assessment Report — Power Plant Project, Punjab_District_3, Punjab


Consultation process: 3 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 8 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community, landowning farmers and agricultural labourers.

Nature of objections — procedural: the notice period fell short of what attendees expected, leaving little time to consult family members working outside the district.

Attendees repeatedly referred to an acquisition in a neighbouring district where compensation remains undisbursed after two years, and said they had no reason to expect different treatment here.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",3,8
LA00986,"Social Impact Assessment Report — Industrial Corridor Project, Karnataka_District_4, Karnataka


Consultation process: 3 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 8 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by tenant cultivators.

Nature of objections — procedural: attendees asked why the survey map displayed at the meeting differed from the one circulated earlier.

Speakers warned of an indefinite dharna at the site office if the process continues without a further hearing.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,8
LA00987,"Social Impact Assessment Report — Industrial Corridor Project, Uttar Pradesh_District_3, Uttar Pradesh


Consultation process: 4 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 22 persons attended across all sessions, against 50 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Some attendees stated that they would approach the High Court if the award is declared without their objections being addressed in writing.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,22
LA00988,"Social Impact Assessment Status — Irrigation Project, Bihar_District_4, Bihar

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA00989,"Social Impact Assessment Report — Mining Project, Rajasthan_District_2, Rajasthan


Consultation process: 3 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 21 persons attended across all sessions, against 32 families recorded as affected.

Objections at these sessions were raised principally by elected Panchayat members and tenant cultivators.

Nature of objections — substantive: objections were raised to the acquisition in principle, not to its terms, with attendees stating that no compensation figure would be acceptable.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",3,21
LA00990,"Social Impact Assessment Report — Highway Project, Punjab_District_1, Punjab


Consultation process: 4 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 24 persons attended across all sessions, against 64 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Some attendees stated that they would approach the High Court if the award is declared without their objections being addressed in writing.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,24
LA00991,"Social Impact Assessment Report — Railway Project, Gujarat_District_4, Gujarat


Consultation process: 4 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 13 families recorded as affected.

Objections at these sessions were raised principally by the local women's self-help group and elected Panchayat members.

Nature of objections — procedural: the notice period fell short of what attendees expected, leaving little time to consult family members working outside the district.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",4,8
LA00992,"Social Impact Assessment Status — Industrial Corridor Project, Karnataka_District_3, Karnataka

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA00993,"Social Impact Assessment Report — Mining Project, Rajasthan_District_1, Rajasthan


Consultation process: 4 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 46 persons attended across all sessions, against 109 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Several speakers recalled assurances given during an earlier survey visit that were not honoured, and asked what guarantee distinguishes the present commitments.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,46
LA00994,"Social Impact Assessment Report — Power Plant Project, Uttar Pradesh_District_3, Uttar Pradesh


Consultation process: 4 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 71 persons attended across all sessions, against 100 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

The assembly recorded that the parcel includes common grazing land used by households who own no land in the acquisition area and would therefore receive no compensation.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,71
LA00995,"Social Impact Assessment Status — Irrigation Project, Maharashtra_District_4, Maharashtra

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA00996,"Social Impact Assessment Report — Railway Project, Madhya Pradesh_District_3, Madhya Pradesh


Consultation process: 3 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 115 persons attended across all sessions, against 107 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by landowning farmers and representatives of the Scheduled Tribe community.

Nature of objections — procedural: the draft rehabilitation schedule was read aloud but not distributed in writing, which several attendees objected to.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,115
LA00997,"Social Impact Assessment Status — Railway Project, Punjab_District_1, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA00998,"Social Impact Assessment Status — Highway Project, Karnataka_District_1, Karnataka

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA00999,"Social Impact Assessment Status — Industrial Corridor Project, Odisha_District_4, Odisha

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01000,"Social Impact Assessment Report — Highway Project, Odisha_District_2, Odisha


Consultation process: 2 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 47 families recorded as affected.

The consultation team notes that attendance represented a small share of the affected households, and that the sessions may not reflect the views of the wider affected population.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community.

Nature of objections — substantive: the assembly contested the classification of the land in the revenue record, which the acquiring authority has relied on to determine compensation.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Speakers warned of an indefinite dharna at the site office if the process continues without a further hearing.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",2,8
LA01001,"Social Impact Assessment Report — Power Plant Project, Karnataka_District_4, Karnataka


Consultation process: 3 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 26 persons attended across all sessions, against 382 families recorded as affected.

The consultation team notes that attendance represented a small share of the affected households, and that the sessions may not reflect the views of the wider affected population.

Objections at these sessions were raised principally by agricultural labourers.

Nature of objections — procedural: the notice period fell short of what attendees expected, leaving little time to consult family members working outside the district.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,26
LA01002,"Social Impact Assessment Status — Railway Project, West Bengal_District_1, West Bengal

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01003,"Social Impact Assessment Report — Railway Project, Gujarat_District_4, Gujarat


Consultation process: 3 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 52 persons attended across all sessions, against 124 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Several speakers recalled assurances given during an earlier survey visit that were not honoured, and asked what guarantee distinguishes the present commitments.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,52
LA01004,"Social Impact Assessment Report — Power Plant Project, Rajasthan_District_4, Rajasthan


Consultation process: 3 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 8 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,8
LA01005,"Social Impact Assessment Report — Highway Project, Bihar_District_2, Bihar


Consultation process: 3 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 13 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",3,8
LA01006,"Social Impact Assessment Report — Industrial Corridor Project, Bihar_District_1, Bihar


Consultation process: 3 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 20 persons attended across all sessions, against 41 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,20
LA01007,"Social Impact Assessment Status — Mining Project, Rajasthan_District_3, Rajasthan

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01008,"Social Impact Assessment Status — Mining Project, Odisha_District_4, Odisha

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01009,"Social Impact Assessment Report — Irrigation Project, Rajasthan_District_3, Rajasthan


Consultation process: 4 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 5 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by tenant cultivators and elected Panchayat members.

Nature of objections — procedural: the notice period fell short of what attendees expected, leaving little time to consult family members working outside the district.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",4,8
LA01010,"Social Impact Assessment Report — Urban Housing Project, West Bengal_District_4, West Bengal


Consultation process: 2 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 34 persons attended across all sessions, against 67 families recorded as affected.

Objections at these sessions were raised principally by landowning farmers, representatives of the Scheduled Tribe community and local shopkeepers and traders.

Nature of objections — procedural: meeting notices were not circulated widely enough, and several hamlets say they learned of the session only afterwards.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",2,34
LA01011,"Social Impact Assessment Report — Urban Housing Project, Maharashtra_District_3, Maharashtra


Consultation process: 2 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 14 persons attended across all sessions, against 16 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees repeatedly referred to an acquisition in a neighbouring district where compensation remains undisbursed after two years, and said they had no reason to expect different treatment here.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,14
LA01012,"Social Impact Assessment Status — Industrial Corridor Project, Odisha_District_1, Odisha

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01013,"Social Impact Assessment Status — Irrigation Project, Gujarat_District_4, Gujarat

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01014,"Social Impact Assessment Report — Railway Project, Uttar Pradesh_District_4, Uttar Pradesh


Consultation process: 4 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 5 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,8
LA01015,"Social Impact Assessment Report — Highway Project, Punjab_District_4, Punjab


Consultation process: 3 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 102 persons attended across all sessions, against 110 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community and agricultural labourers.

Nature of objections — procedural: meeting notices were not circulated widely enough, and several hamlets say they learned of the session only afterwards.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",3,102
LA01016,"Social Impact Assessment Report — Irrigation Project, Bihar_District_3, Bihar


Consultation process: 4 public consultation meetings were held at the Gram Panchayat office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 26 persons attended across all sessions, against 46 families recorded as affected.

Objections at these sessions were raised principally by elected Panchayat members and local shopkeepers and traders.

Nature of objections — substantive: several families disputed the necessity of the alignment itself, arguing an alternative route would avoid settled habitation entirely.

Attendees identified a sacred grove within the proposed boundary and stated that its disturbance is not a matter for negotiation.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,26
LA01017,"Social Impact Assessment Status — Urban Housing Project, Karnataka_District_4, Karnataka

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01018,"Social Impact Assessment Status — Highway Project, West Bengal_District_4, West Bengal

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01019,"Social Impact Assessment Report — Urban Housing Project, Punjab_District_1, Punjab


Consultation process: 3 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 19 families recorded as affected.

Objections at these sessions were raised principally by tenant cultivators, representatives of the Scheduled Tribe community and agricultural labourers.

Nature of objections — substantive: a section of attendees questioned whether the stated public purpose justifies displacement at this scale, and asked for the project justification documents to be placed in the public domain.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",3,8
LA01020,"Social Impact Assessment Status — Urban Housing Project, Punjab_District_2, Punjab

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01021,"Social Impact Assessment Report — Urban Housing Project, Odisha_District_2, Odisha


Consultation process: 4 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 13 persons attended across all sessions, against 18 families recorded as affected.

Objections at these sessions were raised principally by agricultural labourers.

Nature of objections — procedural: attendees asked why the survey map displayed at the meeting differed from the one circulated earlier.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,13
LA01022,"Social Impact Assessment Report — Industrial Corridor Project, Gujarat_District_1, Gujarat


Consultation process: 3 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 17 persons attended across all sessions, against 47 families recorded as affected.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community, local shopkeepers and traders and agricultural labourers.

Nature of objections — procedural: the notice period fell short of what attendees expected, leaving little time to consult family members working outside the district.

Attendees repeatedly referred to an acquisition in a neighbouring district where compensation remains undisbursed after two years, and said they had no reason to expect different treatment here.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",3,17
LA01023,"Social Impact Assessment Status — Industrial Corridor Project, Uttar Pradesh_District_2, Uttar Pradesh

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01024,"Social Impact Assessment Status — Urban Housing Project, Gujarat_District_1, Gujarat

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01025,"Social Impact Assessment Report — Mining Project, Rajasthan_District_2, Rajasthan


Consultation process: 2 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 31 persons attended across all sessions, against 35 families recorded as affected.

Objections at these sessions were raised principally by local shopkeepers and traders, landowning farmers and agricultural labourers.

Nature of objections — substantive: a section of attendees questioned whether the stated public purpose justifies displacement at this scale, and asked for the project justification documents to be placed in the public domain.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,31
LA01026,"Social Impact Assessment Report — Highway Project, Maharashtra_District_3, Maharashtra


Consultation process: 2 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 27 persons attended across all sessions, against 80 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,27
LA01027,"Social Impact Assessment Report — Power Plant Project, Madhya Pradesh_District_1, Madhya Pradesh


Consultation process: 4 public consultation meetings were held at a temporary shamiana erected near the proposed site under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 109 persons attended across all sessions, against 126 families recorded as affected.

Objections at these sessions were raised principally by tenant cultivators and agricultural labourers.

Nature of objections — substantive: objections were raised to the acquisition in principle, not to its terms, with attendees stating that no compensation figure would be acceptable.

Outcome: the Gram Sabha deferred its resolution, requesting a further sitting once written responses to the points above are furnished.",4,109
LA01028,"Social Impact Assessment Report — Urban Housing Project, Punjab_District_2, Punjab


Consultation process: 4 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 17 persons attended across all sessions, against 30 families recorded as affected.

Objections at these sessions were raised principally by representatives of the Scheduled Tribe community, elected Panchayat members and tenant cultivators.

Nature of objections — procedural: the draft rehabilitation schedule was read aloud but not distributed in writing, which several attendees objected to.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",4,17
LA01029,"Social Impact Assessment Status — Industrial Corridor Project, Maharashtra_District_2, Maharashtra

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01030,"Social Impact Assessment Status — Highway Project, Maharashtra_District_3, Maharashtra

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01031,"Social Impact Assessment Report — Industrial Corridor Project, Madhya Pradesh_District_3, Madhya Pradesh


Consultation process: 3 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 40 persons attended across all sessions, against 55 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,40
LA01032,"Social Impact Assessment Status — Railway Project, Bihar_District_3, Bihar

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01033,"Social Impact Assessment Report — Power Plant Project, Uttar Pradesh_District_2, Uttar Pradesh


Consultation process: 2 public consultation meetings were held at the block development office under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 11 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Attendees raised the loss of access to the minor irrigation channel that supports the second cropping season for land beyond the acquisition boundary.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,8
LA01034,"Social Impact Assessment Report — Irrigation Project, Rajasthan_District_4, Rajasthan


Consultation process: 3 public consultation meetings were held at the local primary school premises under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 17 persons attended across all sessions, against 21 families recorded as affected.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

Several speakers recalled assurances given during an earlier survey visit that were not honoured, and asked what guarantee distinguishes the present commitments.

Outcome: the Gram Sabha declined to pass a resolution of consent, and recorded its objection to the acquisition as presently framed.",3,17
LA01035,"Social Impact Assessment Report — Power Plant Project, Bihar_District_2, Bihar


Consultation process: 2 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 7 families recorded as affected.

Attendance was high relative to the number of affected households, with participation from beyond the immediately affected families.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

The consultation team noted visible distrust rooted in a prior project in the same block, where promised employment did not materialise.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",2,8
LA01036,"Social Impact Assessment Status — Urban Housing Project, Bihar_District_2, Bihar

No formal Social Impact Assessment has been conducted for this project as of the latest administrative review. Community consultation status: not initiated. Under Section 4 of the Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013, an SIA is a mandatory pre-requisite for acquisitions of this nature and scale. This file is flagged pending initiation of the consultation process.",0,0
LA01037,"Social Impact Assessment Report — Mining Project, Odisha_District_3, Odisha


Consultation process: 3 public consultation meetings were held at the village community hall under the Gram Sabha / local body process required by the LARR Act, 2013. Approximately 8 persons attended across all sessions, against 39 families recorded as affected.

The consultation team notes that attendance represented a small share of the affected households, and that the sessions may not reflect the views of the wider affected population.

No material objection to the acquisition was recorded during the sessions; queries were limited to timelines and disbursement procedure.

The consultation noted that the village water tank falls inside the boundary, with no alternative source identified in the rehabilitation plan.

A group of affected families indicated they have retained counsel and intend to file a writ petition should possession proceedings begin.

Outcome: the Gram Sabha passed a resolution recording no objection to the acquisition proceeding to the next stage.",3,8
